participant_id,participant_number,session_id,protocol_version,latin_square_row,source_list_id,presented_run_number,canonical_list_seed,run_id,trial_index_global,trial_index_run,visibility,audio_condition,condition_code,image_object,image_label,exemplar_id,image_path,occlusion_level,occlusion_pattern_id,audio_object,audio_label,audio_path,is_congruent,correct_response,accepted_responses,fixation_ms_planned,image_duration_ms_planned,silent_delay_ms_planned,response_window_ms,iti_ms,is_practice,random_seed
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,13,occluded,incongruent,23,bowl,bowl,bowl_ex04,stimuli_final_candidates/occluded_70/bowl/bowl_ex04_occ70.png,70,occ_01,knife,knife,assets/audio/spoken/knife.wav,0,bowl,bowl,800,1000,600,2000,861,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,14,occluded,congruent,22,cup,cup,cup_ex01,stimuli_final_candidates/occluded_70/cup/cup_ex01_occ70.png,70,occ_01,cup,cup,assets/audio/spoken/cup.wav,1,cup,cup,800,1000,600,2000,1151,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,15,occluded,incongruent,23,spoon,spoon,spoon_ex01,stimuli_final_candidates/occluded_70/spoon/spoon_ex01_occ70.png,70,occ_01,plate,plate,assets/audio/spoken/plate.wav,0,spoon,spoon,800,1000,600,2000,869,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,16,occluded,incongruent,23,plate,plate,plate_ex02,stimuli_final_candidates/occluded_70/plate/plate_ex02_occ70.png,70,occ_01,spoon,spoon,assets/audio/spoken/spoon.wav,0,plate,plate,800,1000,600,2000,1047,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,17,visible,congruent,12,knife,knife,knife_ex04,stimuli_final_candidates/clear/knife/knife_ex04_clear.png,,,knife,knife,assets/audio/spoken/knife.wav,1,knife,knife,800,1000,600,2000,1060,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,18,visible,incongruent,13,knife,knife,knife_ex01,stimuli_final_candidates/clear/knife/knife_ex01_clear.png,,,cup,cup,assets/audio/spoken/cup.wav,0,knife,knife,800,1000,600,2000,820,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,19,visible,incongruent,13,plate,plate,plate_ex04,stimuli_final_candidates/clear/plate/plate_ex04_clear.png,,,bowl,bowl,assets/audio/spoken/bowl.wav,0,plate,plate,800,1000,600,2000,881,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,20,visible,congruent,12,spoon,spoon,spoon_ex01,stimuli_final_candidates/clear/spoon/spoon_ex01_clear.png,,,spoon,spoon,assets/audio/spoken/spoon.wav,1,spoon,spoon,800,1000,600,2000,893,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,21,visible,incongruent,13,spoon,spoon,spoon_ex03,stimuli_final_candidates/clear/spoon/spoon_ex03_clear.png,,,knife,knife,assets/audio/spoken/knife.wav,0,spoon,spoon,800,1000,600,2000,1049,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,22,occluded,none,21,cup,cup,cup_ex04,stimuli_final_candidates/occluded_70/cup/cup_ex04_occ70.png,70,occ_01,,,,,cup,cup,800,1000,600,2000,1081,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,23,visible,congruent,12,fork,fork,fork_ex04,stimuli_final_candidates/clear/fork/fork_ex04_clear.png,,,fork,fork,assets/audio/spoken/fork.wav,1,fork,fork,800,1000,600,2000,802,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,24,visible,congruent,12,bowl,bowl,bowl_ex04,stimuli_final_candidates/clear/bowl/bowl_ex04_clear.png,,,bowl,bowl,assets/audio/spoken/bowl.wav,1,bowl,bowl,800,1000,600,2000,851,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,25,visible,congruent,12,fork,fork,fork_ex01,stimuli_final_candidates/clear/fork/fork_ex01_clear.png,,,fork,fork,assets/audio/spoken/fork.wav,1,fork,fork,800,1000,600,2000,894,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,26,visible,none,11,spoon,spoon,spoon_ex01,stimuli_final_candidates/clear/spoon/spoon_ex01_clear.png,,,,,,,spoon,spoon,800,1000,600,2000,1150,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,27,occluded,incongruent,23,cup,cup,cup_ex01,stimuli_final_candidates/occluded_70/cup/cup_ex01_occ70.png,70,occ_01,fork,fork,assets/audio/spoken/fork.wav,0,cup,cup,800,1000,600,2000,1162,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,28,occluded,incongruent,23,cup,cup,cup_ex02,stimuli_final_candidates/occluded_70/cup/cup_ex02_occ70.png,70,occ_01,spoon,spoon,assets/audio/spoken/spoon.wav,0,cup,cup,800,1000,600,2000,1016,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,29,occluded,none,21,fork,fork,fork_ex02,stimuli_final_candidates/occluded_70/fork/fork_ex02_occ70.png,70,occ_01,,,,,fork,fork,800,1000,600,2000,1006,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,30,occluded,none,21,plate,plate,plate_ex01,stimuli_final_candidates/occluded_70/plate/plate_ex01_occ70.png,70,occ_01,,,,,plate,plate,800,1000,600,2000,971,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,31,occluded,congruent,22,knife,knife,knife_ex02,stimuli_final_candidates/occluded_70/knife/knife_ex02_occ70.png,70,occ_01,knife,knife,assets/audio/spoken/knife.wav,1,knife,knife,800,1000,600,2000,1017,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,32,occluded,congruent,22,plate,plate,plate_ex02,stimuli_final_candidates/occluded_70/plate/plate_ex02_occ70.png,70,occ_01,plate,plate,assets/audio/spoken/plate.wav,1,plate,plate,800,1000,600,2000,905,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,33,occluded,congruent,22,fork,fork,fork_ex04,stimuli_final_candidates/occluded_70/fork/fork_ex04_occ70.png,70,occ_01,fork,fork,assets/audio/spoken/fork.wav,1,fork,fork,800,1000,600,2000,895,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,34,occluded,none,21,cup,cup,cup_ex03,stimuli_final_candidates/occluded_70/cup/cup_ex03_occ70.png,70,occ_01,,,,,cup,cup,800,1000,600,2000,1028,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,35,visible,congruent,12,plate,plate,plate_ex03,stimuli_final_candidates/clear/plate/plate_ex03_clear.png,,,plate,plate,assets/audio/spoken/plate.wav,1,plate,plate,800,1000,600,2000,856,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,36,occluded,incongruent,23,bowl,bowl,bowl_ex01,stimuli_final_candidates/occluded_70/bowl/bowl_ex01_occ70.png,70,occ_01,fork,fork,assets/audio/spoken/fork.wav,0,bowl,bowl,800,1000,600,2000,1119,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,37,visible,congruent,12,cup,cup,cup_ex02,stimuli_final_candidates/clear/cup/cup_ex02_clear.png,,,cup,cup,assets/audio/spoken/cup.wav,1,cup,cup,800,1000,600,2000,908,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,38,occluded,incongruent,23,spoon,spoon,spoon_ex02,stimuli_final_candidates/occluded_70/spoon/spoon_ex02_occ70.png,70,occ_01,knife,knife,assets/audio/spoken/knife.wav,0,spoon,spoon,800,1000,600,2000,1104,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,39,visible,incongruent,13,plate,plate,plate_ex03,stimuli_final_candidates/clear/plate/plate_ex03_clear.png,,,spoon,spoon,assets/audio/spoken/spoon.wav,0,plate,plate,800,1000,600,2000,1119,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,40,visible,none,11,plate,plate,plate_ex01,stimuli_final_candidates/clear/plate/plate_ex01_clear.png,,,,,,,plate,plate,800,1000,600,2000,1168,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,41,occluded,none,21,spoon,spoon,spoon_ex04,stimuli_final_candidates/occluded_70/spoon/spoon_ex04_occ70.png,70,occ_01,,,,,spoon,spoon,800,1000,600,2000,865,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,42,visible,incongruent,13,cup,cup,cup_ex03,stimuli_final_candidates/clear/cup/cup_ex03_clear.png,,,spoon,spoon,assets/audio/spoken/spoon.wav,0,cup,cup,800,1000,600,2000,856,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,43,visible,none,11,cup,cup,cup_ex01,stimuli_final_candidates/clear/cup/cup_ex01_clear.png,,,,,,,cup,cup,800,1000,600,2000,807,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,44,occluded,congruent,22,bowl,bowl,bowl_ex03,stimuli_final_candidates/occluded_70/bowl/bowl_ex03_occ70.png,70,occ_01,bowl,bowl,assets/audio/spoken/bowl.wav,1,bowl,bowl,800,1000,600,2000,1073,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,45,occluded,none,21,fork,fork,fork_ex03,stimuli_final_candidates/occluded_70/fork/fork_ex03_occ70.png,70,occ_01,,,,,fork,fork,800,1000,600,2000,837,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,46,occluded,none,21,bowl,bowl,bowl_ex02,stimuli_final_candidates/occluded_70/bowl/bowl_ex02_occ70.png,70,occ_01,,,,,bowl,bowl,800,1000,600,2000,1195,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,47,occluded,congruent,22,cup,cup,cup_ex04,stimuli_final_candidates/occluded_70/cup/cup_ex04_occ70.png,70,occ_01,cup,cup,assets/audio/spoken/cup.wav,1,cup,cup,800,1000,600,2000,872,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,48,visible,congruent,12,knife,knife,knife_ex03,stimuli_final_candidates/clear/knife/knife_ex03_clear.png,,,knife,knife,assets/audio/spoken/knife.wav,1,knife,knife,800,1000,600,2000,937,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,49,occluded,none,21,knife,knife,knife_ex02,stimuli_final_candidates/occluded_70/knife/knife_ex02_occ70.png,70,occ_01,,,,,knife,knife,800,1000,600,2000,833,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,50,visible,incongruent,13,fork,fork,fork_ex01,stimuli_final_candidates/clear/fork/fork_ex01_clear.png,,,cup,cup,assets/audio/spoken/cup.wav,0,fork,fork,800,1000,600,2000,1038,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,51,occluded,incongruent,23,plate,plate,plate_ex03,stimuli_final_candidates/occluded_70/plate/plate_ex03_occ70.png,70,occ_01,bowl,bowl,assets/audio/spoken/bowl.wav,0,plate,plate,800,1000,600,2000,971,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,52,occluded,congruent,22,plate,plate,plate_ex01,stimuli_final_candidates/occluded_70/plate/plate_ex01_occ70.png,70,occ_01,plate,plate,assets/audio/spoken/plate.wav,1,plate,plate,800,1000,600,2000,1138,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,53,visible,none,11,bowl,bowl,bowl_ex04,stimuli_final_candidates/clear/bowl/bowl_ex04_clear.png,,,,,,,bowl,bowl,800,1000,600,2000,934,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,54,occluded,none,21,plate,plate,plate_ex04,stimuli_final_candidates/occluded_70/plate/plate_ex04_occ70.png,70,occ_01,,,,,plate,plate,800,1000,600,2000,1134,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,55,visible,incongruent,13,knife,knife,knife_ex04,stimuli_final_candidates/clear/knife/knife_ex04_clear.png,,,bowl,bowl,assets/audio/spoken/bowl.wav,0,knife,knife,800,1000,600,2000,1098,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,56,visible,none,11,bowl,bowl,bowl_ex03,stimuli_final_candidates/clear/bowl/bowl_ex03_clear.png,,,,,,,bowl,bowl,800,1000,600,2000,1103,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,57,visible,congruent,12,spoon,spoon,spoon_ex02,stimuli_final_candidates/clear/spoon/spoon_ex02_clear.png,,,spoon,spoon,assets/audio/spoken/spoon.wav,1,spoon,spoon,800,1000,600,2000,817,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,58,occluded,congruent,22,knife,knife,knife_ex03,stimuli_final_candidates/occluded_70/knife/knife_ex03_occ70.png,70,occ_01,knife,knife,assets/audio/spoken/knife.wav,1,knife,knife,800,1000,600,2000,969,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,59,occluded,none,21,spoon,spoon,spoon_ex03,stimuli_final_candidates/occluded_70/spoon/spoon_ex03_occ70.png,70,occ_01,,,,,spoon,spoon,800,1000,600,2000,997,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,60,visible,none,11,spoon,spoon,spoon_ex04,stimuli_final_candidates/clear/spoon/spoon_ex04_clear.png,,,,,,,spoon,spoon,800,1000,600,2000,848,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,61,occluded,incongruent,23,fork,fork,fork_ex01,stimuli_final_candidates/occluded_70/fork/fork_ex01_occ70.png,70,occ_01,plate,plate,assets/audio/spoken/plate.wav,0,fork,fork,800,1000,600,2000,1032,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,62,visible,none,11,knife,knife,knife_ex03,stimuli_final_candidates/clear/knife/knife_ex03_clear.png,,,,,,,knife,knife,800,1000,600,2000,901,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,63,visible,congruent,12,bowl,bowl,bowl_ex01,stimuli_final_candidates/clear/bowl/bowl_ex01_clear.png,,,bowl,bowl,assets/audio/spoken/bowl.wav,1,bowl,bowl,800,1000,600,2000,962,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,64,visible,none,11,fork,fork,fork_ex04,stimuli_final_candidates/clear/fork/fork_ex04_clear.png,,,,,,,fork,fork,800,1000,600,2000,951,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,65,occluded,none,21,knife,knife,knife_ex01,stimuli_final_candidates/occluded_70/knife/knife_ex01_occ70.png,70,occ_01,,,,,knife,knife,800,1000,600,2000,1191,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,66,visible,incongruent,13,spoon,spoon,spoon_ex02,stimuli_final_candidates/clear/spoon/spoon_ex02_clear.png,,,plate,plate,assets/audio/spoken/plate.wav,0,spoon,spoon,800,1000,600,2000,1163,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,67,occluded,congruent,22,spoon,spoon,spoon_ex01,stimuli_final_candidates/occluded_70/spoon/spoon_ex01_occ70.png,70,occ_01,spoon,spoon,assets/audio/spoken/spoon.wav,1,spoon,spoon,800,1000,600,2000,962,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,68,visible,congruent,12,cup,cup,cup_ex01,stimuli_final_candidates/clear/cup/cup_ex01_clear.png,,,cup,cup,assets/audio/spoken/cup.wav,1,cup,cup,800,1000,600,2000,1088,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,69,visible,none,11,fork,fork,fork_ex03,stimuli_final_candidates/clear/fork/fork_ex03_clear.png,,,,,,,fork,fork,800,1000,600,2000,1144,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,70,occluded,incongruent,23,fork,fork,fork_ex04,stimuli_final_candidates/occluded_70/fork/fork_ex04_occ70.png,70,occ_01,cup,cup,assets/audio/spoken/cup.wav,0,fork,fork,800,1000,600,2000,880,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,71,visible,none,11,knife,knife,knife_ex02,stimuli_final_candidates/clear/knife/knife_ex02_clear.png,,,,,,,knife,knife,800,1000,600,2000,1148,0,27062026
,,,v3_formal_six_objects_70occ,,B,,27062026,B,,72,visible,congruent,12,plate,plate,plate_ex02,stimuli_final_candidates/clear/plate/plate_ex02_clear.png,,,plate,plate,assets/audio/spoken/plate.wav,1,plate,plate,800,1000,600,2000,1010,0,27062026
